Instrument,Question Label,Question Description,Question ID,Response Label,Response Value,Response Description,,
,A T-Score,"T Scores are calculated from raw scores based on gender. Higher scores mean Individuals are high in agreeableness tend to be fundamentally altruistic. They tend to be sympathetic to others and eager to help them, and believe that others will be equally helpful in return. Low scorers are typically disagreeable or antagonistic, egocentric, skeptical of others' intentions, and competitive rather than cooperative.",NEOFFI_72,,,,,
,C T-Score,"T Scores are calculated from raw scores based on gender. Higher scores mean Individuals are high in conscientiousness are purposeful, strong-willed, and determined. They are typically involved in planning, organizing, and carrying out tasks. High conscientiousness is associated with academic and occupational achievement. High scorers are scrupulous, punctual, and reliable. Low scorers are less exacting in applying moral principles, and more lackadaisical in working toward their goals.",NEOFFI_73,,,,,
NEO Scores,Neuroticism (N) Raw Score,,NEO_01,,,,,
,Neuroticism (N) T-Score,,NEO_02,,,,,
,Neuroticism (N) Range,,NEO_03,Very Low,1,,,
,,,,Low,2,,,
,,,,Average,3,,,
,,,,High,4,,,
,,,,Very High,5,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,Extraversion (E) Raw Score,,NEO_04,,,,,
,Extraversion (E) T-Score,,NEO_05,,,,,
,Extraversion (E) Range,,NEO_06,Very Low,1,,,
,,,,Low,2,,,
,,,,Average,3,,,
,,,,High,4,,,
,,,,Very High,5,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,Openness (O) Raw Score,,NEO_07,,,,,
,Openness (O) T-Score,,NEO_08,,,,,
,Openness (O)  Range,,NEO_09,Very Low,1,,,
,,,,Low,2,,,
,,,,Average,3,,,
,,,,High,4,,,
,,,,Very High,5,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,Agreeableness (A) Raw Score,,NEO_10A,,,,,
,Agreeableness (A) T-Score,,NEO_11A,,,,,
,Agreeableness (A) Range,,NEO_12A,Very Low,1,,,
,,,,Low,2,,,
,,,,Average,3,,,
,,,,High,4,,,
,,,,Very High,5,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,Conscientiousness (C) Raw Score,,NEO_13A,,,,,
,Conscientiousness (C) T-Score,,NEO_14A,,,,,
,Conscientiousness (C) Range,,NEO_15A,Very Low,1,,,
,,,,Low,2,,,
,,,,Average,3,,,
,,,,High,4,,,
,,,,Very High,5,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
NIDA (3/19/13),"In the past year, how often have you used Alcohol? <br><br>For men, 5 or more drinks a day</br></br> <br> For women, 4 or more drinks a day</br>",,NIDA_01,Never,0,,,
,,,,Once or Twice,1,,,
,,,,Monthly,2,,,
,,,,Weekly,3,,,
,,,,Daily or Almost Daily,4,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,"In the past year, how often have you used Tobacco Products?",,NIDA_02,Never,0,,,
,,,,Once or Twice,1,,,
,,,,Monthly,2,,,
,,,,Weekly,3,,,
,,,,Daily or Almost Daily,4,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,"In the past year, how often have you used Prescription Drugs for Non-Medical Reasons?",,NIDA_03,Never,0,,,
,,,,Once or Twice,1,,,
,,,,Monthly,2,,,
,,,,Weekly,3,,,
,,,,Daily or Almost Daily,4,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,"In the past year, how often have you used Illegal Drugs?",,NIDA_04,Never,0,,,
,,,,Once or Twice,1,,,
,,,,Monthly,2,,,
,,,,Weekly,3,,,
,,,,Daily or Almost Daily,4,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,"In your <b><u>LIFETIME</b></u>, have you ever used <b>CANNABIS</b> (marijuana, pot , grass, hash, etc.)?",,NIDA_05,No,0,,,
,,,,Yes,1,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,"<u>In the past three months</u>, how often have you used <b>CANNABIS</b> (marijuana, pot, grass, has, etc.)?",,NIDA_06,Never,0,,,
,,,,Once or Twice,2,,,
,,,,Monthly,3,,,
,,,,Weekly,4,,,
,,,,Daily or Almost Daily,6,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,"<u>In the past 3 months </u>, how often have you had a strong desire or urge to use <b>CANNABIS</b> (marijuana, pot, grass, hash, etc.)?",,NIDA_07,Never,0,,,
,,,,Once or Twice,3,,,
,,,,Monthly,4,,,
,,,,Weekly,5,,,
,,,,Daily or Almost Daily,6,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,"<u>During the past 3 months </u>, how often has your use of CANNABIS (marijuana, pot, grass, hash, etc.) led to health, social, legal or financial problems?",,NIDA_08,Never,0,,,
,,,,Once or Twice,4,,,
,,,,Monthly,5,,,
,,,,Weekly,6,,,
,,,,Daily or Almost Daily,7,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,"<u>During  the past 3 months </u>, how often have you failed to do what was normally expected of you because of your use of CANNABIS (marijuana, pot, grass, hash, etc.)?",,NIDA_09,Never,0,,,
,,,,Once or Twice,5,,,
,,,,Monthly,6,,,
,,,,Weekly,7,,,
,,,,Daily or Almost Daily,8,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,"Has a friend or relative or anyone else <u>ever</u> expressed concern about your use of CANNABIS (marijuana, pot, grass, hash, etc.)?",,NIDA_10,"No, never",0,,,
,,,,"Yes, but not in the past 3 months",3,,,
,,,,"Yes, in the past 3 months",6,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,"Have you ever tried and failed to control, cut down or stop using CANNABIS (marijuana, pot, grass, hash, etc.)?",,NIDA_11,"No, never",0,,,
,,,,"Yes, but not in the past 3 months",3,,,
,,,,"Yes, in the past 3 months",6,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,"In your <b><u>LIFETIME</b></u>, have you ever used <b> COCAINE</b> (coke, crack, etc.)?",,NIDA_12,No,0,,,
,,,,Yes,1,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,"<u>In the past 3 months </u>, how often have you used Cocaine (coke, crack, etc.)?",,NIDA_13,Never,0,,,
,,,,Once or Twice,2,,,
,,,,Monthly,3,,,
,,,,Weekly,4,,,
,,,,Daily or Almost Daily,6,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,"<u>In the past 3 months </u>, how often have you had a strong desire or urge to use Cocaine (coke, crack, etc.)?",,NIDA_14,Never,0,,,
,,,,Once or Twice,3,,,
,,,,Monthly,4,,,
,,,,Weekly,5,,,
,,,,Daily or Almost Daily,6,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,"<u> During the past 3 months</u>, how often has your use of Cocaine (coke, crack, etc.) led to health, social, legal or financial problems?",,NIDA_15,Never,0,,,
,,,,Once or Twice,4,,,
,,,,Monthly,5,,,
,,,,Weekly,6,,,
,,,,Daily or Almost Daily,7,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,"<u> During the past 3 months</u>, how often have you failed to do what was normally expected of you because of your use of use  Cocaine (coke, crack, etc.)?",,NIDA_16,Never,0,,,
,,,,Once or Twice,5,,,
,,,,Monthly,6,,,
,,,,Weekly,7,,,
,,,,Daily or Almost Daily,8,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,"Has a friend or relative or anyone else <u>ever</u> expressed concern about your use of Cocaine (coke, crack, etc.)?",,NIDA_17,"No, never",0,,,
,,,,"Yes, but not in the past 3 months",3,,,
,,,,"Yes, in the past 3 months",6,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,"Have you ever tried and failed to control, cut down or stop using Cocaine (coke, crack, etc)?",,NIDA_18,"No, never",0,,,
,,,,"Yes, but not in the past 3 months",3,,,
,,,,"Yes, in the past 3 months",6,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,"In your <b><u>LIFETIME</b></u> have you ever used <b>PRESCRIPTION STIMULANTS</b> (Ritalin, Concerta, Dexedrine, Adderall, diet pills, etc.)?",,NIDA_19,No,0,,,
,,,,Yes,1,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,"<u>In the past 3 months </u>, how often have you used PRESCRIPTION STIMULANTS (Ritalin, Concerta, Dexedrine, Adderall, diet pills, etc.)?",,NIDA_20,Never,0,,,
,,,,Once or Twice,2,,,
,,,,Monthly,3,,,
,,,,Weekly,4,,,
,,,,Daily or Almost Daily,6,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,"<u>In the past 3 months </u>, how often have you had a strong desire or urge to use PRESCRIPTION STIMULANTS (Ritalin, Concerta, Dexedrine, Adderall, diet pills, etc.)?",,NIDA_21,Never,0,,,
,,,,Once or Twice,3,,,
,,,,Monthly,4,,,
,,,,Weekly,5,,,
,,,,Daily or Almost Daily,6,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,"<u> During the past 3 months</u>, how often has your use of PRESCRIPTION STIMULANTS (Ritalin, Concerta, Dexedrine, Adderall, diet pills, etc.) led to health, social, legal or  financial problems?",,NIDA_22,Never,0,,,
,,,,Once or Twice,4,,,
,,,,Monthly,5,,,
,,,,Weekly,6,,,
,,,,Daily or Almost Daily,7,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,"<u> During the past 3 months</u>, how often have you failed to do what was normally expected of you because of your use of use  PRESCRIPTION STIMULANTS (Ritalin, Concerta, Dexedrine, Adderall, diet pills, etc.)?",,NIDA_23,Never,0,,,
,,,,Once or Twice,5,,,
,,,,Monthly,6,,,
,,,,Weekly,7,,,
,,,,Daily or Almost Daily,8,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,"Has a friend or relative or anyone else <u>ever</u> expressed concern about your use of PRESCRIPTION STIMULANTS (Ritalin, Concerta, Dexedrine, Adderall, diet pills, etc.)?",,NIDA_24,"No, Never",0,,,
,,,,"Yes, but not in the past 3 months",3,,,
,,,,"Yes, in the past 3 months",6,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,"Have you ever tried and failed to control, cut down or stop using PRESCRIPTION STIMULANTS (Ritalin, Concerta, Dexedrine, Adderall, diet pills, etc.)?",,NIDA_25,"No, Never",0,,,
,,,,"Yes, but not in the past 3 months",3,,,
,,,,"Yes, in the past 3 months",6,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,"In your <b><u>LIFETIME</b></u> have you ever used <b>Methamphetamine</b> (speed, crystal meth, ice, etc.)?",,NIDA_26,No,0,,,
,,,,Yes,1,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,"<u>In the past 3 months </u>, how often have you used Methamphetamine (speed, crystal meth, ice, etc.)?",,NIDA_27,Never,0,,,
,,,,Once or Twice,2,,,
,,,,Monthly,3,,,
,,,,Weekly,4,,,
,,,,Daily or Almost Daily,6,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,"<u>In the past 3 months </u>, how often have you had a strong desire or urge to use Methamphetamine (speed, crystal meth, ice, etc.)?",,NIDA_28,Never,0,,,
,,,,Once or Twice,3,,,
,,,,Monthly,4,,,
,,,,Weekly,4,,,
,,,,Daily or Almost Daily,6,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,"<u> During the past 3 months</u>, how often has your use of Methamphetamine (speed, crystal meth, ice, etc.) led to health, social, legal or  financial problems?",,NIDA_29,Never,0,,,
,,,,Once or Twice,4,,,
,,,,Monthly,5,,,
,,,,Weekly,6,,,
,,,,Daily or Almost Daily,7,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,"<u> During the past 3 months</u>, how often have you failed to do what was normally expected of you because of your use of use  Methamphetamine (speed, crystal meth, ice, etc.)?",,NIDA_30,Never,0,,,
,,,,Once or Twice,5,,,
,,,,Monthly,6,,,
,,,,Weekly,7,,,
,,,,Daily or Almost Daily,8,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,"Has a friend or relative or anyone else <u>ever</u> expressed concern about your use of Methamphetamine (speed, crystal meth, ice, etc.)?",,NIDA_31,"No, Never",0,,,
,,,,"Yes, but not in the past 3 months",3,,,
,,,,"Yes, in the past 3 months",6,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,"Have you ever tried and failed to control, cut down or stop using Methamphetamine (speed, crystal meth, ice, etc.)?",,NIDA_32,"No, Never",0,,,
,,,,"Yes, but not in the past 3 months",3,,,
,,,,"Yes, in the past 3 months",6,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,"In your <b><u>LIFETIME</b></u> have you ever used <b>Inhalants</b> (nitrous oxide, glue, gas, paint thinner, etc.)?",,NIDA_33,No,0,,,
,,,,Yes,1,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,"<u>In the past 3 months </u>, how often have you used Inhalants (nitrous oxide, glue, gas, paint thinner, etc.)?",,NIDA_34,Never,0,,,
,,,,Once or Twice,2,,,
,,,,Monthly,3,,,
,,,,Weekly,4,,,
,,,,Daily or Almost Daily,6,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,"<u>In the past 3 months </u>, how often have you had a strong desire or urge to use Inhalants (nitrous oxide, glue, gas, paint thinner, etc.)?",,NIDA_35,Never,0,,,
,,,,Once or Twice,3,,,
,,,,Monthly,4,,,
,,,,Weekly,5,,,
,,,,Daily or Almost Daily,6,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,"<u> During the past 3 months</u>, how often has your use of Inhalants (nitrous oxide, glue, gas, paint thinner, etc.) led to health, social, legal or  financial problems?",,NIDA_36,Never,0,,,
,,,,Once or Twice,4,,,
,,,,Monthly,5,,,
,,,,Weekly,6,,,
,,,,Daily or Almost Daily,7,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,"<u>During the past 3 months</u>, how often have you failed to do what was normally expected of you because of your use of use  Inhalants (nitrous oxide, glue, gas, paint thinner, etc.)?",,NIDA_37,Never,0,,,
,,,,Once or Twice,5,,,
,,,,Monthly,6,,,
,,,,Weekly,7,,,
,,,,Daily or Almost Daily,8,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,"Has a friend or relative or anyone else <u>ever</u> expressed concern about your use of Inhalants (nitrous oxide, glue, gas, paint thinner, etc.)?",,NIDA_38,"No, never",0,,,
,,,,"Yes, but not in the past 3 months",3,,,
,,,,"Yes, in the past 3 months",6,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,"Have you ever tried and failed to control, cut down or stop using Inhalants (nitrous oxide, glue, gas, paint thinner, etc.)?",,NIDA_39,"No, never",0,,,
,,,,"Yes, but not in the past 3 months",3,,,
,,,,"Yes, in the past 3 months",6,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,"In your <b><u>LIFETIME</b></u> have you ever used <b>Sedatives or sleeping pills</b> (Valium, Serepax, Ativan, Xanax, Librium, Rohypnol, GHB, etc.)?",,NIDA_40,No,0,,,
,,,,Yes,1,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,"<u>In the past 3 months </u>, how often have you used Sedatives or sleeping pills (Valium, Serepax, Ativan, Xanax, Librium, Rohypnol, GHB, etc.)?",,NIDA_41,Never,0,,,
,,,,Once or Twice,2,,,
,,,,Monthly,3,,,
,,,,Weekly,4,,,
,,,,Daily or Almost Daily,6,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,"<u>In the past 3 months </u>, how often have you had a strong desire or urge to use Sedatives or sleeping pills (Valium, Serepax, Ativan, Xanax, Librium, Rohypnol, GHB, etc.)?",,NIDA_42,Never,0,,,
,,,,Once or Twice,3,,,
,,,,Monthly,4,,,
,,,,Weekly,5,,,
,,,,Daily or Almost Daily,6,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,"<u> During the past 3 months</u>, how often has you use of Sedatives or sleeping pills (Valium, Serepax, Ativan, Xanax, Librium, Rohypnol, GHB, etc.) led to health, social, legal or  financial problems?",,NIDA_43,Never,0,,,
,,,,Once or Twice,4,,,
,,,,Monthly,5,,,
,,,,Weekly,6,,,
,,,,Daily or Almost Daily,7,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,"<u> During the past 3 months</u>, how often have you failed to do what was normally expected of you because of your use of use  Sedatives or sleeping pills (Valium, Serepax, Ativan, Xanax, Librium, Rohypnol, GHB, etc.)?",,NIDA_44,Never,0,,,
,,,,Once or Twice,5,,,
,,,,Monthly,6,,,
,,,,Weekly,7,,,
,,,,Daily or Almost Daily,8,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,"Has a friend or relative or anyone else <u>ever</u> expressed concern about your use of Sedatives or sleeping pills (Valium, Serepax, Ativan, Xanax, Librium, Rohypnol, GHB, etc.)?",,NIDA_45,"No, never",0,,,
,,,,"Yes, but in the past 3 months",3,,,
,,,,"Yes, in the past 3 months",6,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,"Have you ever tried and failed to control, cut down or stop using Sedatives or sleeping pills (Valium, Serepax, Ativan, Xanax, Librium, Rohypnol, GHB, etc.)?",,NIDA_46,"No, never",0,,,
,,,,"Yes, but not in the past 3 months",3,,,
,,,,"Yes, in the past 3 months",6,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,"In your <b><u>LIFETIME</b></u> have you ever used <b>Hallucinogens</b> (LSD, acid, mushrooms, PCP, Special K, ecstasy, etc.)?",,NIDA_48,No,0,,,
,,,,Yes,1,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,"<u>In the past 3 months </u>, how often have you used Hallucinogens (LSD, acid, mushrooms, PCP, Special K, ecstasy, etc.)?",,NIDA_49,Never,0,,,
,,,,Once or Twice,2,,,
,,,,Monthly,3,,,
,,,,Weekly,4,,,
,,,,Daily or Almost Daily,6,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,"<u>In the past 3 months </u>, how often have you had a strong desire or urge to use Hallucinogens (LSD, acid, mushrooms, PCP, Special K, ecstasy, etc.)?",,NIDA_50,Never,0,,,
,,,,Once or Twice,3,,,
,,,,Monthly,4,,,
,,,,Weekly,5,,,
,,,,Daily or Almost Daily,6,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,"<u> During the past 3 months</u>, how often has your use of Hallucinogens (LSD, acid, mushrooms, PCP, Special K, ecstasy, etc.) led to health, social, legal or  financial problems?",,NIDA_51,Never,0,,,
,,,,Once or Twice,4,,,
,,,,Monthly,5,,,
,,,,Weekly,6,,,
,,,,Daily or Almost Daily,7,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,"<u> During the past 3 months</u>, how often have you failed to do what was normally expected of you because of your use of use  Hallucinogens (LSD, acid, mushrooms, PCP, Special K, ecstasy, etc.)?",,NIDA_52,Never,0,,,
,,,,Once or Twice,5,,,
,,,,Monthly,6,,,
,,,,Weekly,7,,,
,,,,Daily or Almost Daily,8,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,"Has a friend or relative or anyone else <u>ever</u> expressed concern about your use of Hallucinogens (LSD, acid, mushrooms, PCP, Special K, ecstasy, etc.)?",,NIDA_53,"No, never",0,,,
,,,,"Yes, but not in the past 3 months",3,,,
,,,,"Yes, in the past 3 months",6,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,"Have you ever tried and failed to control, cut down or stop using Hallucinogens (LSD, acid, mushrooms, PCP, Special K, ecstasy, etc.)?",,NIDA_54,"No, never",0,,,
,,,,"Yes, but not in the past 3 months",3,,,
,,,,"Yes, in the past 3 months",6,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,"In your <b><u>LIFETIME</b></u> have you ever used <b>Street opioids</b> (heroin, opium, etc.)?",,NIDA_55,No,0,,,
,,,,Yes,1,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,"<u>In the past 3 months </u>, how often have you used <b>Street opioids</b> (heroin, opium, etc.)?",,NIDA_56,Never,0,,,
,,,,Once or Twice,2,,,
,,,,Monthly,3,,,
,,,,Weekly,4,,,
,,,,Daily or Almost Daily,6,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,"<u>In the past 3 months </u>, how often have you had a strong desire or urge to use <b>Street opioids</b> (heroin, opium, etc.)?",,NIDA_57,Never,0,,,
,,,,Once or Twice,3,,,
,,,,Monthly,4,,,
,,,,Weekly,5,,,
,,,,Daily or Almost Daily,6,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,"<u> During the past 3 months</u>, how often has your use of <b>Street opioids</b> (heroin, opium, etc.) led to health, social, legal or  financial problems?",,NIDA_58,Never,0,,,
,,,,Once or Twice,4,,,
,,,,Monthly,5,,,
,,,,Weekly,6,,,
,,,,Daily or Almost Daily,7,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,"<u> During the past 3 months</u>, how often have you failed to do what was normally expected of you because of your use of use  <b>Street opioids</b> (heroin, opium, etc.)?",,NIDA_59,Never,0,,,
,,,,Once or Twice,5,,,
,,,,Monthly,6,,,
,,,,Weekly,7,,,
,,,,Daily or Almost Daily,8,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,"Has a friend or relative or anyone else <u>ever</u> expressed concern about your use of <b>Street opioids</b> (heroin, opium, etc.)?",,NIDA_60,"No, never",0,,,
,,,,"Yes, but not in the past 3 months",3,,,
,,,,"Yes, in the past 3 months",6,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,"Have you ever tried and failed to control, cut down or stop using <b>Street opioids</b> (heroin, opium, etc.)?",,NIDA_61,"No, never",0,,,
,,,,"Yes, but not in the past 3 months",3,,,
,,,,"Yes, in the past 3 months",6,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,"In your <b><u>LIFETIME</b></u> have you ever used <b>Prescription opioids</b> (fentanyl, oxycodone [OxyContin, Percocet], hydrocodone [Vicodin], methadone, buprenorphine, etc.)?",,NIDA_62,No,0,,,
,,,,Yes,1,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,"<u>In the past 3 months </u>, how often have you used Prescription opioids (fentanyl, oxycodone [OxyContin, Percocet], hydrocodone [Vicodin], methadone, buprenorphine, etc.)?",,NIDA_63,Never,0,,,
,,,,Once or Twice,2,,,
,,,,Monthly,3,,,
,,,,Weekly,4,,,
,,,,Daily or Almost Daily,6,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,"<u>In the past 3 months </u>, how often have you had a strong desire or urge to use Prescription opioids (fentanyl, oxycodone [OxyContin, Percocet], hydrocodone [Vicodin], methadone, buprenorphine, etc.)?",,NIDA_64,Never,0,,,
,,,,Once or Twice,3,,,
,,,,Monthly,4,,,
,,,,Weekly,5,,,
,,,,Daily or Almost Daily,6,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,"<u> During the past 3 months</u>, how often has you use Prescription opioids (fentanyl, oxycodone [OxyContin, Percocet], hydrocodone [Vicodin], methadone, buprenorphine, etc.)? led to health, social, legal or  financial problems?",,NIDA_65,Never,0,,,
,,,,Once or Twice,4,,,
,,,,Monthly,5,,,
,,,,Weekly,6,,,
,,,,Daily or Almost Daily,7,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,"<u> During the past 3 months</u>, how often have you failed to do what was normally expected of you because of your use of use  <b>Prescription opioids</b> (fentanyl, oxycodone [OxyContin, Percocet], hydrocodone [Vicodin], methadone, buprenorphine, etc.)?",,NIDA_66,Never,0,,,
,,,,Once or Twice,5,,,
,,,,Monthly,6,,,
,,,,Weekly,7,,,
,,,,Daily or Almost Daily,8,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,"Has a friend or relative or anyone else <u>ever</u> expressed concern about your use <b>Prescription opioids</b> (fentanyl, oxycodone [OxyContin, Percocet], hydrocodone [Vicodin], methadone, buprenorphine, etc.)?",,NIDA_67,"No, never",0,,,
,,,,"Yes, but not in the past 3 months",3,,,
,,,,"Yes, in the past 3 months",6,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,"Have you ever tried and failed to control, cut down or stop using <b>Prescription opioids</b> (fentanyl, oxycodone [OxyContin, Percocet], hydrocodone [Vicodin], methadone, buprenorphine, etc.)?",,NIDA_68,"No, never",0,,,
,,,,"Yes, but not in the past 3 months",3,,,
,,,,"Yes, in the past 3 months",6,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,In your <b><u>LIFETIME</b></u> have you ever used <b>any other drugs</b> ?,,NIDA_69,No,0,,,
,,,,Yes,1,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,"<u>In the past 3 months </u>, how often have you used the other substance you mentioned?",,NIDA_70,Never,0,,,
,,,,Once or Twice,2,,,
,,,,Monthly,3,,,
,,,,Weekly,4,,,
,,,,Daily or Almost Daily,6,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,"<u>In the past 3 months </u>, how often have you had a strong desire or urge to use other substance you mentioned?",,NIDA_71,Never,0,,,
,,,,Once or Twice,3,,,
,,,,Monthly,4,,,
,,,,Weekly,5,,,
,,,,Daily or Almost Daily,6,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,"<u> During the past 3 months</u>, how often has you use of this other substance led to health, social, legal or  financial problems?",,NIDA_72,Never,0,,,
,,,,Once or Twice,4,,,
,,,,Monthly,5,,,
,,,,Weekly,6,,,
,,,,Daily or Almost Daily,7,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,"<u> During the past 3 months</u>, how often have you failed to do what was normally expected of you because of your use of use  the other drug you mentioned?",,NIDA_73,Never,0,,,
,,,,Once or Twice,5,,,
,,,,Monthly,6,,,
,,,,Weekly,7,,,
,,,,Daily or Almost Daily,8,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,Has a friend or relative or anyone else <u>ever</u> expressed concern about your use the other drug you mentioned?,,NIDA_74,"No, never",0,,,
,,,,"Yes, but not in the past 3 months",3,,,
,,,,"Yes, in the past 3 months",6,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,"Have you ever tried and failed to control, cut down or stop using the other drug you mentioned?",,NIDA_75,"No, never",0,,,
,,,,"Yes, but not in the past 3 months",3,,,
,,,,"Yes, in the past 3 months",6,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,"In your <u><b> LIFETIME</u></b>, have you ever used ALCOHOL?",,NIDA_87,No,0,,,
,,,,Yes,1,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,"<u>In the past 3 months</u>, how often have you used Alcohol?",,NIDA_88,Never,0,,,
,,,,Once or Twice,1,,,
,,,,Monthly,3,,,
,,,,Weekly,4,,,
,,,,Daily or Almost Daily,6,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,"<u>In the past 3 months</u>, how often have you had a strong desire or urge to use Alcohol?",,NIDA_89,Never,0,,,
,,,,Once or Twice,3,,,
,,,,Monthly,4,,,
,,,,Weekly,5,,,
,,,,Daily or Almost Daily,6,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,"<u>During the past 3 months</u>, how often has your use of Alcohol led to health, social, legal or financial problems?",,NIDA_90,Never,0,,,
,,,,Once or Twice,4,,,
,,,,Monthly,5,,,
,,,,Weekly,6,,,
,,,,Daily or Almost Daily,7,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,"<u>During the past 3 months</u>,  how often have you failed to do what was normally expected of you because of your use of Alcohol?",,NIDA_91,Never,0,,,
,,,,Once or Twice,5,,,
,,,,Monthly,6,,,
,,,,Weekly,7,,,
,,,,Daily or Almost Daily,8,,,
